"","X","w1.date","treat","sex","age","educ","cauc","hisp","black","midEast","pacIsl","natAm","SAsian","EAsian","SEAsian","party","pDem","state","passCheck","videoContent","w1.totalQuestionnaireMin","w1.finishedQuestionnaire","onTaskMin","offTaskMin","w2.date","w2.totalQuestionnaireMin","w2.finishedQuestionnaire","leafyVeg_Freq","leafyVeg_Ounces","otherVeg_Freq","otherVeg_Ounces","fruit_Freq","fruit_Ounces","wholeGrain_Freq","wholeGrain_Ounces","legumes_Freq","legumes_Ounces","chicken_Freq","chicken_Ounces","turkey_Freq","turkey_Ounces","fish_Freq","fish_Ounces","pork_Freq","pork_Ounces","beef_Freq","beef_Ounces","otherMeat_Freq","otherMeat_Ounces","dairy_Freq","dairy_Ounces","eggs_Freq","eggs_Ounces","refined_Freq","refined_Ounces","beverages_Freq","beverages_Ounces","guessPurpose","guessPurpose2","covid","importHealth","importEnviro","importAnimals","X1_spec","X2_spec","X3_spec","X4_spec","X5_spec","X6_spec","X1_activ","X2_activ","X3_activ","X4_activ","X5_activ","X1_dom","X2_dom","X3_dom","X4_dom","X5_dom","X6_dom","X7_dom","X8_dom","ID","chicken","turkey","fish","pork","beef","otherMeat","dairy","eggs","refined","beverages","leafyVeg","otherVeg","fruit","wholeGrain","legumes","totalMeat","totalAnimProd","mainY","mainYFreqOnly","totalGood","spec","activ","dom","aware","female","young","party2","pDem2","collegeGrad","fuDays","numFoodFreqMissing","treat.pretty"
"364",364,2020-08-26,0,"b.Male",20,"a.subHS",1,0,0,0,0,0,0,0,0,"Independent",0.582501182831333,"Florida",FALSE,"Most Americans get less than the recommended amount of exercise.",1355,TRUE,0.154433333333333,20.7034833333333,2020-09-08,263,TRUE,7,3.5,7,2,3.5,2,2,2,3.5,3.5,2,2,0,0,0,0,0,0,1,3.5,0,0,14,3.5,0,0,2,3.5,5.5,5,"j.dontKnow","","b.somewhatLess",3,3,3,2,2,3,3,-7,4,1,1,5,2,3,3,1,-5,-5,3,4,-5,-5,"5ee2a071402f7d7bcd0b26c1",4,0,0,0,3.5,0,49,0,7,27.5,24.5,14,7,4,12.25,7.5,49,56.5,17,61.75,-0.551594103092268,-1.21523371256401,0.262928171213768,FALSE,0,TRUE,"b.Neutral",5.82501182831333,FALSE,13,0,"Control"
"365",365,2020-08-26,1,"a.Female",19,"b.HS",0,0,0,0,0,0,1,0,0,"Democrat",0.702528282776965,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1282,TRUE,4.60698333333333,15.8928,2020-09-07,364,TRUE,14,3.5,2,2,3.5,3.5,3.5,2,2,2,7,3.5,1,3.5,5.5,3.5,2,3.5,3.5,5,2,5,7,3.5,5.5,3.5,5.5,3.5,2,3.5,"a.totalCal","a.generalPatterns","d.noChange",4,4,3,3,2,1,4,-7,3,6,4,6,4,5,3,2,-3,-7,3,3,-5,-6,"5ee2c239f4ec4b804a79cf80",24.5,3.5,19.25,7,17.5,10,24.5,19.25,19.25,7,49,4,12.25,7,4,81.75,43.75,125.5,33.5,76.25,-0.687948545458746,0.600196510289374,0.165371112211375,FALSE,1,TRUE,"c.Democrat",7.02528282776965,FALSE,12,0,"Documentary"
"366",366,2020-08-26,1,"b.Male",24,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.861218522251246,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1432,TRUE,1.9977,18.86395,2020-09-07,327,TRUE,2,3.5,3.5,3.5,2,5,7,5,0,0,2,3.5,0,0,1,3.5,1,3.5,0,0,2,5,5.5,2,0,0,7,3.5,7,5,"b.protein","a.generalPatterns","d.noChange",3,2,1,4,3,5,5,-1,3,3,1,5,3,3,6,6,-5,-3,5,7,-7,-7,"5ee3aa144039c804fb24478c",7,0,3.5,3.5,0,10,11,0,24.5,35,7,12.25,10,35,0,24,11,35,11.5,64.25,1.08465920530547,-0.796288276520925,1.3360558202401,FALSE,0,TRUE,"a.Republican",8.61218522251246,TRUE,12,0,"Documentary"
"367",367,2020-08-26,0,"b.Male",23,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.439799331103679,"Georgia",FALSE,"Most Americans get less than the recommended amount of exercise.",2102,TRUE,0.695133333333333,19.67315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5ee58a8d447e982daea7d1a4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE,"c.Democrat",4.39799331103679,TRUE,NA,8,"Control"
"368",368,2020-08-26,1,"b.Male",24,"d.4yr",1,1,0,0,0,0,0,0,0,"Democrat",0.441221053400541,"Nevada",FALSE,"Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.",1921,TRUE,0.116266666666667,29.6022833333333,2020-09-07,372,TRUE,14,3.5,14,5,14,5,5.5,3.5,14,5,14,5,3.5,3.5,7,3.5,3.5,3.5,5.5,3.5,7,3.5,5.5,3.5,2,3.5,3.5,3.5,3.5,3.5,"b.protein","a.generalPatterns","c.slightlyLess",6,6,6,7,7,7,6,-6,6,6,6,7,7,7,7,1,-7,-7,5,7,-7,-7,"5ee5cc9105dd19308e0f23e2",70,12.25,24.5,12.25,19.25,24.5,19.25,7,12.25,12.25,49,70,70,19.25,70,162.75,26.25,189,48,278.25,2.17549474423729,1.71738433973761,0.360485230216162,FALSE,0,TRUE,"c.Democrat",4.41221053400541,TRUE,12,0,"Documentary"
"369",369,2020-08-26,1,"b.Male",33,"b.HS",1,0,0,0,0,0,0,0,0,"Republican",0.668104222821204,"South Carolina",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1352,TRUE,0.158833333333333,21.0908833333333,2020-09-08,811,TRUE,3.5,3.5,5.5,3.5,7,2,3.5,2,3.5,3.5,3.5,3.5,0,0,2,3.5,2,3.5,1,3.5,2,3.5,3.5,2,1,3.5,3.5,3.5,2,3.5,"g.meatAnimProd","a.generalPatterns","c.slightlyLess",5,5,6,6,3,1,1,-7,1,7,6,7,7,7,3,1,-7,-6,1,1,-6,-6,"5ee8a76e68875f1ba06aadf2",12.25,0,7,7,3.5,7,7,3.5,12.25,7,12.25,19.25,14,7,12.25,36.75,10.5,47.25,15,64.75,-0.824302987825224,1.85703281841864,-0.712642418810169,FALSE,0,FALSE,"a.Republican",6.68104222821204,FALSE,13,0,"Documentary"
"370",370,2020-08-26,1,"a.Female",29,"e.post",0,0,0,0,0,0,0,1,0,"Other/I don't know",0.795997803022089,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1584,TRUE,0.3759,23.7086333333333,2020-09-07,416,TRUE,14,3.5,7,3.5,3.5,3.5,14,3.5,2,2,3.5,3.5,0,0,1,3.5,1,2,3.5,3.5,0,0,0,0,2,2,0,0,0,0,"a.totalCal","a.generalPatterns","e.slightlyMore",5,3,3,5,4,4,4,-5,2,2,2,5,5,5,4,3,-5,-6,3,3,-6,-7,"5ee92e561c649a2bb6455329",12.25,0,3.5,2,12.25,0,0,4,0,0,49,24.5,12.25,49,4,30,4,34,11,138.75,0.402886993473078,-0.237694361796805,0.067814053208981,FALSE,1,FALSE,"b.Neutral",7.95997803022089,TRUE,12,0,"Documentary"
"371",371,2020-08-26,0,"a.Female",27,"e.post",1,0,0,0,0,0,0,0,1,"Democrat",0.566492452125127,"Maryland",FALSE,"Exercising for even 10 minutes a day can improve health.",1433,TRUE,0.208616666666667,20.8395,2020-09-07,718,TRUE,7,5,7,5,14,3.5,5.5,3.5,5.5,3.5,2,3.5,0,0,2,3.5,0,0,0,0,0,0,7,3.5,1,3.5,2,3.5,0,0,"d.vegetables","a.generalPatterns","c.slightlyLess",4,3,3,5,2,2,3,-6,3,3,2,5,5,3,3,1,-7,-6,2,1,-7,-7,"5eea127ee0d5610b6eba5903",7,0,7,0,0,0,24.5,3.5,7,0,35,35,49,19.25,19.25,14,28,42,12,157.5,-0.278885218359312,-0.377342840477835,-0.810199477812563,FALSE,1,FALSE,"c.Democrat",5.66492452125127,TRUE,12,0,"Control"
"372",372,2020-08-26,0,"a.Female",27,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.394657565588774,"Oklahoma",FALSE,"Most Americans get less than the recommended amount of exercise.",1410,TRUE,0.133033333333333,20.3383333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eeb19d4e0d561256d56d129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,"c.Democrat",3.94657565588774,FALSE,NA,8,"Control"
"373",373,2020-08-26,1,"b.Male",18,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.58889972749427,"Florida",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1299,TRUE,2.20346666666667,17.9892,2020-09-07,295,TRUE,7,3.5,3.5,3.5,14,5,5.5,3.5,5.5,5,3.5,3.5,2,3.5,5.5,5,2,3.5,5.5,3.5,5.5,5,2,5,3.5,3.5,14,5,0,0,"a.totalCal","a.generalPatterns","d.noChange",5,4,3,4,5,1,3,-5,4,4,4,4,4,5,5,1,-4,-5,4,5,-4,-6,"5eecd78f94fa2f09c870e2d0",12.25,7,27.5,7,19.25,27.5,10,12.25,70,0,24.5,12.25,70,19.25,27.5,100.5,22.25,122.75,29.5,153.5,0.130178108740122,0.0416025955652547,0.750713466225737,FALSE,0,TRUE,"c.Democrat",5.8889972749427,FALSE,12,0,"Documentary"
"374",374,2020-08-26,1,"a.Female",28,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.445720036528319,"Georgia",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1312,TRUE,0.2132,20.7701666666667,2020-09-07,527,TRUE,5.5,5,5.5,3.5,7,3.5,0,0,2,3.5,5.5,3.5,2,3.5,0,0,0,0,1,3.5,0,0,2,2,7,2,1,3.5,0,0,"a.totalCal","a.generalPatterns","d.noChange",5,2,3,5,2,1,2,-4,2,2,2,5,2,3,3,2,-4,-3,3,2,-4,-5,"5eeceff127e0dd0cedfc363c",19.25,7,0,0,3.5,0,4,14,3.5,0,27.5,19.25,24.5,0,7,29.75,18,47.75,17.5,78.25,-0.41523966072579,-0.935936755201955,0.55559934822095,FALSE,1,FALSE,"b.Neutral",4.45720036528319,TRUE,12,0,"Documentary"
"375",375,2020-08-26,1,"b.Male",56,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.451288122929199,"Arizona",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1345,TRUE,0.249016666666667,20.8664333333333,2020-09-07,374,TRUE,1,3.5,7,5,2,3.5,14,2,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,14,2,3.5,3.5,14,3.5,0,0,"j.dontKnow","","b.somewhatLess",3,3,3,1,2,2,2,-6,3,1,3,7,6,3,1,1,-6,-7,4,1,-7,-7,"5eed1bae9e63ac127ac15a77",3.5,0,0,0,0,0,28,12.25,49,0,3.5,35,7,28,0,3.5,40.25,43.75,18.5,73.5,-0.960657430191702,-0.0980458831157753,-0.810199477812563,FALSE,0,FALSE,"c.Democrat",4.51288122929199,FALSE,12,0,"Documentary"
"376",376,2020-08-26,0,"a.Female",18,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.465939617190873,"South Carolina",FALSE,"Most Americans get less than the recommended amount of exercise.",1412,TRUE,0.24245,20.6782833333333,2020-09-07,418,TRUE,1,3.5,2,5,1,3.5,5.5,3.5,0,0,2,5,5.5,3.5,0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,"a.totalCal","a.generalPatterns","d.noChange",4,3,3,4,2,1,1,-1,1,2,1,5,6,5,2,2,-7,-7,4,3,-7,-7,"5eed55b9dea2cb19430029b0",10,19.25,0,0,0,0,3.5,0,0,0,3.5,10,3.5,19.25,0,29.25,3.5,32.75,8.5,36.25,-0.41523966072579,-0.237694361796805,-0.517528300805381,FALSE,1,TRUE,"c.Democrat",4.65939617190873,FALSE,12,0,"Control"
"377",377,2020-08-26,0,"b.Male",25,"d.4yr",0,0,0,0,0,0,0,1,0,"Democrat",0.809732189944025,"New York",FALSE,"Most Americans get less than the recommended amount of exercise.",1321,TRUE,14.0521,6.00041666666667,2020-09-07,221,TRUE,3.5,3.5,3.5,3.5,3.5,3.5,2,3.5,2,3.5,2,3.5,1,3.5,1,2,1,2,1,2,0,0,3.5,3.5,7,3.5,0,0,0,0,"g.meatAnimProd","a.generalPatterns","b.somewhatLess",5,5,4,6,2,1,2,-7,2,5,5,5,4,4,5,5,-5,-5,5,5,-5,-6,"5eefbda82f26030b876759a9",7,3.5,2,2,2,0,12.25,24.5,0,0,12.25,12.25,12.25,7,7,16.5,36.75,53.25,16.5,50.75,-0.687948545458746,0.320899552927314,1.04338464323292,FALSE,0,TRUE,"c.Democrat",8.09732189944025,TRUE,12,0,"Control"
"378",378,2020-08-26,0,"b.Male",21,"d.4yr",0,0,0,0,0,0,0,1,0,"Democrat",0.633678386068258,"Hawaii",FALSE,"Exercising for even 10 minutes a day can improve health.",1307,TRUE,1.6566,19.3347666666667,2020-09-08,304,TRUE,7,3.5,3.5,3.5,2,3.5,2,2,1,3.5,2,5,0,0,2,5,0,0,3.5,5,0,0,1,2,2,3.5,1,3.5,2,5,"d.vegetables","b.increase","d.noChange",4,5,2,2,1,1,2,-6,2,2,2,5,3,3,1,1,-7,-7,2,1,-7,-7,"5ef04fa79a475604dcd8c489",10,0,10,0,17.5,0,2,7,3.5,10,24.5,12.25,7,4,3.5,37.5,9,46.5,10.5,51.25,-1.23336631492466,-0.796288276520925,-1.10287065481974,FALSE,0,TRUE,"c.Democrat",6.33678386068258,TRUE,13,0,"Control"
"379",379,2020-08-26,0,"b.Male",23,"b.HS",0,0,0,1,0,0,0,0,0,"Democrat",0.665417463352454,"Arizona",FALSE,"It is important to teach children good habits in terms of exercise.",1424,TRUE,0.7075,19.7595333333333,2020-09-08,425,TRUE,1,2,5.5,3.5,2,2,0,0,0,0,0,0,0,0,1,2,3.5,3.5,1,3.5,7,3.5,7,2,2,3.5,14,3.5,5.5,3.5,"c.fat","c.decrease","d.noChange",2,5,4,1,3,2,5,-6,4,3,2,3,2,2,4,4,-4,-3,4,4,-5,-5,"5ef0978c270c55263227c899",0,0,2,12.25,3.5,24.5,14,7,49,19.25,2,19.25,4,0,0,42.25,21,63.25,21.5,25.25,-0.278885218359312,-1.21523371256401,1.04338464323292,FALSE,0,TRUE,"c.Democrat",6.65417463352454,FALSE,13,0,"Control"
"380",380,2020-08-26,1,"a.Female",20,"c.2yr",0,1,0,0,0,0,0,0,0,"Republican",0.490473600636774,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1371,TRUE,0.195316666666667,21.5314166666667,2020-09-07,287,TRUE,3.5,3.5,3.5,3.5,3.5,2,2,2,0,0,3.5,5,0,0,0,0,2,2,3.5,3.5,2,3.5,3.5,5,3.5,5,2,3.5,2,5,"j.dontKnow","","a.muchLess",4,4,3,4,4,2,2,-2,1,4,4,6,4,7,4,4,-5,-5,3,4,-5,-5,"5ef0d0a8074e4c413a113a68",17.5,0,0,4,12.25,7,17.5,17.5,7,10,12.25,12.25,7,4,0,40.75,35,75.75,18,35.5,-0.00617633362635618,0.600196510289374,0.653156407223343,FALSE,1,TRUE,"a.Republican",4.90473600636774,TRUE,12,0,"Documentary"
"381",381,2020-08-26,1,"a.Female",20,"b.HS",0,0,0,0,0,0,0,1,0,"Democrat",0.550180850199138,"Illinois",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",2106,TRUE,3.911,19.3495833333333,2020-09-07,328,TRUE,3.5,2,5.5,2,14,3.5,7,3.5,3.5,3.5,2,2,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,"g.meatAnimProd","a.generalPatterns","c.slightlyLess",6,6,6,1,1,1,1,-6,1,7,7,7,7,7,1,1,-7,-7,1,1,-7,-7,"5ef0d115ebe9a70ee13bcd52",4,0,0,0,0,2,4,0,0,0,7,11,49,24.5,12.25,6,4,10,5,103.75,-1.64242964202409,1.99668129709967,-1.20042771382214,FALSE,1,TRUE,"c.Democrat",5.50180850199138,FALSE,12,0,"Documentary"
"382",382,2020-08-26,1,"a.Female",19,"b.HS",0,1,0,0,0,0,0,0,0,"Independent",0.514659600569698,"Florida",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1351,TRUE,0.590083333333333,20.64095,2020-09-07,534,TRUE,0,0,0,0,1,2,2,3.5,0,0,3.5,3.5,1,2,1,3.5,0,0,1,2,0,0,3.5,3.5,0,0,2,3.5,3.5,2,"a.totalCal","a.generalPatterns","b.somewhatLess",2,3,3,2,1,1,1,-6,2,5,2,6,6,3,2,1,-6,-7,1,1,-7,-7,"5ef16261c970f4526c7695eb",12.25,2,3.5,0,2,0,12.25,0,7,7,0,0,2,7,0,19.75,12.25,32,10,9,-1.36972075729114,0.181251074246285,-1.00531359581735,FALSE,1,TRUE,"b.Neutral",5.14659600569698,FALSE,12,0,"Documentary"
"383",383,2020-08-26,1,"a.Female",24,"b.HS",0,1,0,0,0,0,0,0,0,"Democrat",0.429708627126445,"Florida",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1347,TRUE,0.17195,20.94785,2020-09-07,938,TRUE,14,5,14,5,7,3.5,1,3.5,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"g.meatAnimProd","a.generalPatterns","d.noChange",6,6,6,1,1,1,1,-7,1,7,7,7,7,7,1,1,-7,-7,1,1,-7,-7,"5ef1980b60a4447bc1a5408c",0,0,0,0,0,0,0,0,0,0,70,70,24.5,3.5,24.5,0,0,0,0,192.5,-1.77878408439057,1.99668129709967,-1.20042771382214,FALSE,1,TRUE,"c.Democrat",4.29708627126445,FALSE,12,0,"Documentary"
"384",384,2020-08-26,0,"a.Female",31,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.699844236795384,"Washington",FALSE,"Exercising for even 10 minutes a day can improve health.",1307,TRUE,0.1247,20.5370833333333,2020-09-07,253,TRUE,2,3.5,3.5,3.5,2,5,5.5,5,0,0,3.5,5,0,0,0,0,0,0,3.5,5,0,0,14,5,0,0,2,2,3.5,5,"j.dontKnow","","d.noChange",5,2,1,1,2,3,3,-1,5,3,1,1,1,2,7,7,-2,-1,4,2,-1,-2,"5ef19d99454675561e3fc9bb",17.5,0,0,0,17.5,0,70,0,4,17.5,7,12.25,10,27.5,0,35,70,105,21,56.75,0.2665325511066,-1.77382762728813,2.50674052826882,FALSE,1,FALSE,"a.Republican",6.99844236795384,TRUE,12,0,"Control"
"385",385,2020-08-26,1,"b.Male",48,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.602403871950892,"Florida",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.",2328,TRUE,0.187783333333333,22.6984333333333,2020-09-07,310,TRUE,2,2,1,2,3.5,3.5,1,3.5,1,2,2,3.5,1,2,3.5,2,0,0,3.5,3.5,1,3.5,3.5,3.5,3.5,2,1,2,1,3.5,"e.fruit","a.generalPatterns","b.somewhatLess",4,3,3,4,5,5,5,-5,5,5,6,6,6,5,4,5,-3,-5,4,4,-4,-5,"5ef279a372a3ab1ac18c8d29",7,2,7,0,12.25,3.5,12.25,7,2,3.5,4,2,12.25,3.5,2,31.75,19.25,51,18,23.75,1.08465920530547,1.01914194633246,1.14094170223531,FALSE,0,FALSE,"a.Republican",6.02403871950892,TRUE,12,0,"Documentary"
"386",386,2020-08-26,0,"b.Male",42,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.573149483952624,"California",FALSE,"Most Americans get less than the recommended amount of exercise.",1632,TRUE,0.3969,20.7993666666667,2020-09-07,392,TRUE,3.5,2,2,2,2,3.5,5.5,5,1,2,3.5,5,0,0,2,3.5,0,0,3.5,5,3.5,3.5,5.5,3.5,7,3.5,1,3.5,1,3.5,"f.wholeGrains","b.increase","b.somewhatLess",5,4,2,6,6,3,2,-5,4,5,2,4,5,5,6,6,-7,-6,2,5,-6,-5,"5ef3a5064604361433c12b07",17.5,0,7,0,17.5,12.25,19.25,24.5,3.5,3.5,7,4,7,27.5,2,54.25,43.75,98,25,47.5,0.675595878206034,0.0416025955652547,0.653156407223343,FALSE,0,FALSE,"a.Republican",5.73149483952624,TRUE,12,0,"Control"
"387",387,2020-08-26,1,"b.Male",20,"b.HS",1,0,0,0,0,1,0,0,0,"Republican",0.465447114847493,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1450,TRUE,0.130183333333333,21.9367,2020-09-07,317,TRUE,3.5,3.5,2,3.5,5.5,5,2,3.5,2,5,3.5,5,2,2,1,2,1,2,3.5,3.5,1,3.5,2,3.5,2,5,2,5,3.5,5,"h.refined","b.increase","e.slightlyMore",2,3,4,3,5,4,3,-4,5,5,3,5,3,5,4,4,-5,-3,5,2,-3,-4,"5ef3d7dab563d018ffd57892",17.5,4,2,2,12.25,3.5,7,10,10,17.5,12.25,7,27.5,7,10,41.25,17,58.25,16,63.75,0.675595878206034,0.0416025955652547,1.14094170223531,FALSE,0,TRUE,"a.Republican",4.65447114847493,FALSE,12,0,"Documentary"
"388",388,2020-08-26,1,"b.Male",19,"b.HS",0,0,0,0,0,0,1,0,0,"Democrat",0.393228109222793,"Texas",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",14168,TRUE,0.191783333333333,234.015416666667,2020-09-07,1417,TRUE,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0,0,1,3.5,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2,"a.totalCal","a.generalPatterns","d.noChange",5,5,4,4,4,4,5,-4,4,4,4,4,4,4,2,1,-4,-7,2,3,-3,-5,"5ef3ea9f3bad3a19e5b52211",12.25,0,3.5,0,12.25,12.25,12.25,12.25,12.25,7,12.25,12.25,12.25,12.25,12.25,40.25,24.5,64.75,18.5,61.25,0.811950320572512,-0.0980458831157753,0.067814053208981,FALSE,0,TRUE,"c.Democrat",3.93228109222793,FALSE,12,0,"Documentary"
"389",389,2020-08-26,0,"b.Male",50,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.552879873453057,"Virginia",FALSE,"Regularly eating seafood is good for you.",1495,TRUE,0.111583333333333,20.7432833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5ef4ee9d582082119456732e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"a.Republican",5.52879873453057,TRUE,NA,8,"Control"
"390",390,2020-08-26,1,"a.Female",44,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.4181859313869,"Illinois",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1339,TRUE,0.15605,20.8876666666667,2020-09-07,527,TRUE,7,5,14,3.5,14,3.5,7,2,1,2,0,0,1,2,2,3.5,1,2,3.5,3.5,0,0,14,2,2,2,1,3.5,0,0,"a.totalCal","a.generalPatterns","d.noChange",4,3,3,5,1,3,5,-4,3,3,3,5,5,4,4,1,-4,-7,7,7,-1,-7,"5ef4ff41d98e821397f02b5c",0,2,7,2,12.25,0,28,4,3.5,0,35,49,49,14,2,23.25,32,55.25,23.5,149,0.2665325511066,-0.0980458831157753,1.14094170223531,FALSE,1,FALSE,"a.Republican",4.181859313869,TRUE,12,0,"Documentary"
"391",391,2020-08-26,1,"b.Male",23,"b.HS",1,0,0,0,0,0,0,0,0,"Independent",0.508416090752463,"Washington",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1318,TRUE,15.9350166666667,5.20301666666667,2020-09-07,348,TRUE,3.5,3.5,14,3.5,5.5,3.5,3.5,5,3.5,3.5,3.5,5,2,2,1,3.5,1,3.5,3.5,3.5,0,0,3.5,3.5,1,2,3.5,3.5,3.5,3.5,"d.vegetables","a.generalPatterns","c.slightlyLess",4,4,3,4,3,3,5,-6,2,3,5,5,6,3,1,1,-7,-7,2,2,-6,-7,"5ef517f0d1136816262cc23e",17.5,4,3.5,3.5,12.25,0,12.25,2,12.25,12.25,12.25,49,19.25,17.5,12.25,40.75,14.25,55,15.5,110.25,-0.00617633362635618,0.181251074246285,-0.907756536814956,FALSE,0,TRUE,"b.Neutral",5.08416090752463,FALSE,12,0,"Documentary"
"392",392,2020-08-26,0,"b.Male",47,"c.2yr",1,1,0,0,0,0,0,0,0,"Independent",0.594188691575865,"Florida",FALSE,"Most Americans get less than the recommended amount of exercise.",1484,TRUE,0.47415,21.7487166666667,2020-09-07,602,TRUE,1,3.5,2,3.5,1,3.5,5.5,5,3.5,5,3.5,3.5,0,0,0,0,2,2,2,3.5,0,0,3.5,3.5,1,2,0,0,14,5,"a.totalCal","d.dontKnow","d.noChange",3,3,3,6,6,4,6,-4,3,1,1,1,1,1,4,4,-4,-4,2,4,-2,-4,"5ef5432f1d1dac1a1884f746",12.25,0,0,4,7,0,12.25,2,0,70,3.5,7,3.5,27.5,17.5,23.25,14.25,37.5,12,59,1.35736809003842,-2.19277306333122,1.14094170223531,FALSE,0,FALSE,"b.Neutral",5.94188691575865,TRUE,12,0,"Control"
"393",393,2020-08-26,0,"b.Male",64,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.58889972749427,"Florida",FALSE,"Regularly eating seafood is good for you.",1453,TRUE,0.335216666666667,20.63315,2020-09-07,578,TRUE,7,5,7,3.5,3.5,3.5,7,3.5,2,3.5,5.5,5,1,5,2,3.5,1,3.5,0,0,0,0,2,2,3.5,2,0,0,0,0,"a.totalCal","a.generalPatterns","d.noChange",5,4,3,4,2,2,2,-4,5,2,2,5,5,4,1,1,-7,-7,2,2,-7,-7,"5ef755d3c4576a466d4de716",27.5,5,7,3.5,0,0,4,7,0,0,35,24.5,12.25,24.5,7,43,11,54,15,103.25,-0.00617633362635618,-0.377342840477835,-1.00531359581735,FALSE,0,FALSE,"c.Democrat",5.8889972749427,TRUE,12,0,"Control"
